Key,Id,Trial,Image,H1,H1Data,H2,H2Data,H3,H3Data
394,xYpO26b,6,0,B and (C then A),0,B then C then A,8,B then (A and C),5
395,xYpO26b,12,0,C then A then B,5,C then A,8,C then B,0
396,xYpO26b,3,0,B then A,0,B then C then A,7,B then C,8
397,xYpO26b,16,0,(B and C) then A,5,C and (B then A),0,C then B then A,7
398,xYpO26b,9,0,B,9,C,0,A,0
399,xYpO26b,2,0,B,5,C,5,A,0
400,xYpO26b,15,0,(A and C) then B,5,C then A then B,7,B and (C then A),2
401,qZqTMRc,4,0,C then A,9,C then B,3,C then A then B,5
402,qZqTMRc,6,0,B and (C then A),3,B then (A and C),5,B then C then A,8
403,qZqTMRc,15,0,B and (C then A),1,C then A then B,8,(A and C) then B,3
404,qZqTMRc,5,0,B then A then C,8,B then (A and C),5,(A and B) then C,1
405,qZqTMRc,13,0,(A and B) then C,1,B then (A and C),5,B then A then C,8
406,qZqTMRc,16,0,C then B then A,8,(B and C) then A,5,C and (B then A),3
407,qZqTMRc,10,0,C,1,A,1,B,9
408,qZqTMRc,9,0,C,0,B,9,A,0
409,qZqTMRc,7,0,B and (C then A),1,C then A then B,9,(A and C) then B,3
410,qZqTMRc,14,0,B then (A and C),2,B then C then A,8,A and (B then C),3
411,qZqTMRc,2,0,B,7,C,7,A,2
412,qZqTMRc,1,0,B,9,A,1,C,1
413,qZqTMRc,8,0,(B and C) then A,4,C then B then A,8,C and (B then A),2
414,qZqTMRc,3,0,B then A,0,B then C,9,B then C then A,5
415,qZqTMRc,12,0,C then B,1,C then A,9,C then A then B,5
416,qZqTMRc,11,0,B then C then A,5,B then C,9,B then A,1
417,y4J8bTy,13,0,B then (A and C),5,(A and B) then C,0,B then A then C,10
418,y4J8bTy,3,0,B then C,7,B then C then A,5,B then A,0
419,y4J8bTy,14,0,A and (B then C),1,B then C then A,10,B then (A and C),5
420,y4J8bTy,1,0,C,0,B,8,A,0
421,y4J8bTy,8,0,C and (B then A),5,C then B then A,10,(B and C) then A,2
422,y4J8bTy,10,0,C,0,A,0,B,5
423,y4J8bTy,7,0,B and (C then A),0,(A and C) then B,5,C then A then B,10
424,y4J8bTy,15,0,(A and C) then B,5,B and (C then A),5,C then A then B,5
425,y4J8bTy,9,0,B,10,A,0,C,0
426,y4J8bTy,16,0,C then B then A,10,(B and C) then A,0,C and (B then A),5
427,y4J8bTy,6,0,B then C then A,10,B then (A and C),5,B and (C then A),5
428,y4J8bTy,2,0,A,0,C,5,B,5
429,y4J8bTy,12,0,C then A,10,C then A then B,5,C then B,0
430,y4J8bTy,11,0,B then C,10,B then A,0,B then C then A,5
431,y4J8bTy,5,0,B then (A and C),5,B then A then C,10,(A and B) then C,0
432,y4J8bTy,4,0,C then A,10,C then B,0,C then A then B,5
433,oYUCw3r,6,0,B then (A and C),4,B then C then A,4,B and (C then A),5
434,oYUCw3r,11,0,B then C then A,5,B then C,7,B then A,3
435,oYUCw3r,5,0,B then A then C,5,B then (A and C),4,(A and B) then C,5
436,oYUCw3r,12,0,C then A then B,3,C then A,1,C then B,2
437,oYUCw3r,1,0,C,0,A,0,B,10
438,oYUCw3r,7,0,B and (C then A),3,(A and C) then B,1,C then A then B,2
439,oYUCw3r,9,0,A,0,B,10,C,0
440,oYUCw3r,10,0,A,0,B,10,C,0
441,oYUCw3r,14,0,B then C then A,2,A and (B then C),3,B then (A and C),2
442,oYUCw3r,8,0,(B and C) then A,2,C and (B then A),3,C then B then A,1
443,oYUCw3r,4,0,C then A then B,2,C then B,3,C then A,4
444,oYUCw3r,13,0,(A and B) then C,2,B then A then C,1,B then (A and C),2
445,oYUCw3r,16,0,(B and C) then A,7,C and (B then A),3,C then B then A,4
446,oYUCw3r,2,0,A,0,B,10,C,0
447,oYUCw3r,3,0,B then A,0,B then C then A,5,B then C,6
448,oYUCw3r,15,0,B and (C then A),2,(A and C) then B,4,C then A then B,2
449,a9R5mPx,8,0,(B and C) then A,1,C then B then A,9,C and (B then A),2
450,a9R5mPx,10,0,C,0,A,0,B,10
451,a9R5mPx,16,0,C then B then A,10,(B and C) then A,0,C and (B then A),0
452,a9R5mPx,6,0,B then C then A,10,B and (C then A),3,B then (A and C),2
453,a9R5mPx,9,0,C,0,B,10,A,0
454,a9R5mPx,7,0,B and (C then A),5,C then A then B,0,(A and C) then B,8
455,a9R5mPx,13,0,B then A then C,8,(A and B) then C,2,B then (A and C),2
456,a9R5mPx,11,0,B then C,10,B then A,0,B then C then A,5
457,a9R5mPx,3,0,B then A,0,B then C then A,5,B then C,7
458,a9R5mPx,12,0,C then B,0,C then A,8,C then A then B,5
459,a9R5mPx,4,0,C then B,2,C then A then B,2,C then A,7
460,a9R5mPx,2,0,B,5,A,0,C,5
461,a9R5mPx,1,0,A,0,C,0,B,10
462,a9R5mPx,5,0,B then (A and C),8,(A and B) then C,6,B then A then C,8
463,a9R5mPx,15,0,C then A then B,9,(A and C) then B,7,B and (C then A),5
464,a9R5mPx,14,0,A and (B then C),8,B then C then A,8,B then (A and C),6
465,vaE14xa,3,0,B then C,8,B then A,0,B then C then A,5
466,vaE14xa,12,0,C then B,0,C then A,8,C then A then B,5
467,vaE14xa,9,0,C,0,A,0,B,7
468,vaE14xa,5,0,B then (A and C),4,B then A then C,8,(A and B) then C,5
469,vaE14xa,8,0,(B and C) then A,3,C and (B then A),4,C then B then A,8
470,vaE14xa,11,0,B then C then A,5,B then A,0,B then C,8
471,vaE14xa,10,0,C,0,A,0,B,5
472,vaE14xa,7,0,B and (C then A),3,(A and C) then B,3,C then A then B,7
473,vaE14xa,2,0,A,0,B,5,C,5
474,vaE14xa,15,0,B and (C then A),3,C then A then B,8,(A and C) then B,5
475,vaE14xa,16,0,C then B then A,8,(B and C) then A,3,C and (B then A),5
476,vaE14xa,14,0,B then C then A,8,B then (A and C),5,A and (B then C),5
477,vaE14xa,1,0,B,5,A,0,C,0
478,vaE14xa,6,0,B and (C then A),4,B then C then A,8,B then (A and C),5
479,vaE14xa,13,0,B then (A and C),5,B then A then C,8,(A and B) then C,5
480,vaE14xa,4,0,C then B,1,C then A,5,C then A then B,5
